clase,forma_sombrero,superficie,color,moretones,olor,tipo_branquias,separacion_branquias,tamano_branquias,color_branquias,forma_tallo,raiz_tallo,superficie_tallo_arriba,superficie_tallo_abajo,color_tallo_arriba,color_tallo_abajo,tipo_velo,color_velo,anillo,tipo_anillo,color_impresion_esporas,poblacion,habitat
poisonous,flat,scaly,green,,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,partial,white,one,large,chocolate,solitary,paths
poisonous,knobbed,scaly,brown,,spicy,free,close,narrow,buff,tapering,?,silky,silky,white,white,partial,white,one,evanescent,white,several,paths
edible,bell,smooth,green,,null,free,crowded,broad,white,enlarging,?,smooth,smooth,white,white,partial,white,two,pendant,white,scattered,grasses
poisonous,flat,scaly,brown,,fishy,free,close,narrow,buff,tapering,?,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves
edible,flat,scaly,yellow,moretones,anise,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,brown,scattered,grasses
edible,flat,fibrous,brown,,null,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,black,scattered,grasses
edible,bell,scaly,white,moretones,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,numerous,meadows
edible,convex,fibrous,brown,,null,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,brown,abundant,grasses
edible,convex,fibrous,red,moretones,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,brown,solitary,wood
edible,flat,fibrous,green,moretones,null,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,several,wood
edible,flat,smooth,cinnamon,moretones,null,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,solitary,paths
poisonous,convex,smooth,red,,spicy,free,close,narrow,buff,tapering,?,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,paths
poisonous,convex,smooth,red,,foul,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,one,evanescent,white,several,wood
edible,convex,scaly,green,moretones,null,free,close,broad,white,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,black,several,wood
edible,flat,scaly,green,moretones,null,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,brown,solitary,wood
poisonous,flat,smooth,white,moretones,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,urban
edible,flat,smooth,green,,null,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,scattered,grasses
poisonous,flat,scaly,red,,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,white,white,partial,white,one,evanescent,white,several,wood
edible,flat,scaly,buff,moretones,null,free,close,broad,white,enlarging,?,smooth,smooth,red,red,partial,white,two,evanescent,white,clustered,waste
poisonous,flat,smooth,white,moretones,foul,free,close,broad,pink,tapering,bulbous,fibrous,smooth,white,white,partial,white,one,pendant,chocolate,several,urban
edible,flat,scaly,green,moretones,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,black,solitary,wood
edible,convex,fibrous,brown,,null,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,solitary,urban
poisonous,convex,scaly,yellow,,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink,partial,white,one,large,chocolate,solitary,grasses
edible,flat,scaly,yellow,moretones,anise,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,black,solitary,paths
poisonous,convex,scaly,brown,,musty,free,close,broad,yellow,enlarging,club,silky,scaly,cinnamon,cinnamon,partial,white,null,null,white,clustered,wood
edible,convex,scaly,brown,moretones,null,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,brown,several,wood
edible,knobbed,fibrous,white,,null,free,crowded,broad,pink,enlarging,?,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses
edible,bell,scaly,white,moretones,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,numerous,grasses
edible,flat,fibrous,red,moretones,null,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,black,several,wood
poisonous,flat,scaly,green,,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,chocolate,solitary,grasses
edible,convex,fibrous,red,moretones,null,free,close,broad,white,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,brown,several,wood
poisonous,flat,scaly,red,,spicy,free,close,narrow,buff,tapering,?,silky,silky,white,pink,partial,white,one,evanescent,white,several,leaves
edible,convex,smooth,green,,null,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,black,abundant,grasses
edible,convex,scaly,red,moretones,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,brown,solitary,wood
edible,flat,fibrous,green,,null,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,black,scattered,grasses
edible,knobbed,fibrous,cinnamon,,null,free,crowded,narrow,white,enlarging,bulbous,smooth,smooth,white,brown,partial,white,one,evanescent,white,several,leaves
edible,bell,smooth,green,,null,free,crowded,broad,pink,enlarging,?,smooth,smooth,white,white,partial,white,two,pendant,white,numerous,grasses
poisonous,convex,fibrous,green,,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,partial,white,one,large,chocolate,solitary,paths
edible,convex,smooth,white,moretones,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,numerous,grasses
edible,knobbed,smooth,brown,moretones,null,free,close,broad,white,enlarging,?,smooth,smooth,red,red,partial,white,two,evanescent,white,clustered,waste
edible,flat,scaly,red,moretones,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,black,several,wood
edible,flat,fibrous,green,,null,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,black,abundant,grasses
poisonous,convex,smooth,white,,creosote,free,close,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,several,wood
poisonous,convex,smooth,white,moretones,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,several,grasses
poisonous,knobbed,smooth,brown,,foul,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,one,evanescent,white,several,paths
edible,flat,fibrous,green,moretones,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,brown,several,wood
edible,flat,fibrous,white,,null,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,black,scattered,grasses
poisonous,flat,scaly,white,moretones,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,several,grasses
poisonous,flat,smooth,buff,moretones,null,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,green,several,meadows
poisonous,convex,smooth,brown,,fishy,free,close,narrow,buff,tapering,?,smooth,silky,white,pink,partial,white,one,evanescent,white,several,wood
edible,convex,smooth,white,moretones,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,numerous,meadows
edible,flat,scaly,yellow,moretones,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,black,solitary,paths
edible,convex,scaly,brown,moretones,null,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,black,solitary,wood
edible,convex,smooth,white,,null,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,scattered,grasses
edible,flat,fibrous,brown,moretones,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,several,wood
poisonous,convex,fibrous,white,,creosote,free,close,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,several,wood
edible,flat,scaly,brown,moretones,null,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,brown,several,wood
edible,flat,smooth,brown,,null,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,brown,abundant,grasses
edible,flat,scaly,red,moretones,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,black,several,wood
edible,knobbed,scaly,cinnamon,,null,free,crowded,narrow,white,enlarging,bulbous,fibrous,smooth,white,brown,partial,white,one,evanescent,white,several,leaves
poisonous,knobbed,smooth,red,,foul,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths
edible,flat,scaly,red,moretones,null,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,brown,solitary,wood
poisonous,convex,scaly,yellow,,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,chocolate,solitary,grasses
edible,convex,fibrous,brown,,null,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,several,urban
edible,convex,fibrous,brown,moretones,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,brown,solitary,wood
edible,flat,scaly,green,moretones,null,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,brown,solitary,wood
edible,convex,scaly,brown,moretones,almond,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,black,solitary,paths
poisonous,convex,scaly,green,,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,partial,white,one,large,chocolate,solitary,paths
poisonous,flat,scaly,red,,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,one,evanescent,white,several,wood
poisonous,flat,scaly,white,moretones,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,several,grasses
edible,flat,fibrous,red,moretones,null,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,black,solitary,wood
edible,knobbed,smooth,brown,,null,attached,close,broad,brown,enlarging,?,smooth,smooth,orange,orange,partial,brown,one,pendant,buff,clustered,leaves
poisonous,convex,smooth,white,,creosote,free,crowded,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,wood
edible,flat,fibrous,green,,null,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,several,urban
edible,flat,smooth,green,,null,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,brown,scattered,grasses
edible,flat,smooth,white,,null,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,black,scattered,grasses
edible,convex,scaly,green,moretones,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,black,solitary,wood
poisonous,convex,scaly,green,,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,partial,white,one,large,chocolate,several,paths
edible,convex,fibrous,green,moretones,null,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,brown,solitary,wood
edible,flat,scaly,brown,moretones,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,brown,several,wood
edible,bell,scaly,white,moretones,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,grasses
poisonous,knobbed,smooth,red,,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves
poisonous,convex,fibrous,green,,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,chocolate,several,grasses
edible,convex,scaly,red,moretones,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,black,solitary,wood
poisonous,flat,smooth,buff,moretones,foul,free,close,broad,pink,tapering,bulbous,fibrous,fibrous,white,white,partial,white,one,pendant,chocolate,scattered,urban
poisonous,flat,smooth,brown,,foul,free,close,narrow,buff,tapering,?,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves
edible,convex,fibrous,white,,null,free,crowded,broad,white,enlarging,?,silky,silky,white,white,partial,white,two,pendant,white,numerous,grasses
edible,bell,smooth,white,,null,free,crowded,broad,gray,enlarging,?,silky,silky,white,white,partial,white,two,pendant,white,scattered,grasses
poisonous,convex,scaly,red,,foul,free,close,narrow,buff,tapering,?,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,wood
edible,bell,smooth,white,moretones,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,meadows
edible,convex,scaly,pink,moretones,null,free,close,broad,white,enlarging,?,smooth,smooth,red,red,partial,white,two,evanescent,white,clustered,waste
edible,flat,fibrous,red,moretones,null,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,black,solitary,wood
edible,flat,scaly,red,moretones,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,solitary,wood
poisonous,convex,fibrous,pink,,creosote,free,crowded,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,several,wood
edible,convex,smooth,cinnamon,moretones,null,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,partial,white,two,pendant,white,solitary,paths
poisonous,flat,smooth,white,moretones,foul,free,close,broad,pink,tapering,bulbous,fibrous,fibrous,white,white,partial,white,one,pendant,chocolate,scattered,urban
poisonous,flat,scaly,brown,,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,one,evanescent,white,several,paths
edible,flat,fibrous,green,,null,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,black,abundant,grasses
edible,convex,fibrous,red,moretones,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,brown,solitary,wood
poisonous,convex,scaly,red,,foul,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,wood
poisonous,knobbed,smooth,brown,,foul,free,close,narrow,buff,tapering,?,silky,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
edible,convex,scaly,green,moretones,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,brown,several,wood
poisonous,convex,smooth,white,moretones,foul,free,close,broad,chocolate,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,chocolate,scattered,urban
edible,convex,scaly,yellow,moretones,anise,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,brown,solitary,paths
