Observacion,clase,cap-shape,cap-surface,cap-color,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,bruises
252,edible,flat,scaly,brown,anise,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white.,partial,white,one,pendant,brown,scattered,grasses,Presenta
255,edible,flat,fibrous,white,anise,free,crowded,narrow,white,tapering,bulbous,smooth,smooth,white,white.,partial,white,one,pendant,purple,several,wood,Presenta
256,edible,flat,fibrous,green,null,free,close,narrow,gray,enlarging,equal,smooth,smooth,white,white.,partial,white,one,pendant,black,several,urban,No presenta
257,edible,flat,smooth,green,null,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white.,partial,white,one,evanescent,black,abundant,grasses,No presenta
258,edible,convex,scaly,yellow,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,brown,scattered,meadows,Presenta
259,edible,bell,smooth,white,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,brown,scattered,meadows,Presenta
260,poisonous,flat,scaly,brown,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white.,partial,white,one,pendant,black,scattered,urban,Presenta
261,edible,convex,smooth,white,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,black,numerous,meadows,Presenta
264,edible,flat,scaly,yellow,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white.,partial,white,one,pendant,brown,scattered,paths,Presenta
265,edible,convex,scaly,brown,almond,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white.,partial,white,one,pendant,brown,scattered,paths,Presenta
267,edible,convex,scaly,white,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,brown,numerous,meadows,Presenta
268,edible,flat,fibrous,brown,null,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white.,partial,white,one,evanescent,black,scattered,grasses,No presenta
271,edible,bell,scaly,yellow,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,brown,numerous,meadows,Presenta
273,edible,convex,smooth,yellow,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,black,scattered,meadows,Presenta
274,edible,bell,scaly,white,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,black,numerous,meadows,Presenta
275,edible,flat,scaly,brown,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white.,partial,white,one,pendant,black,scattered,grasses,Presenta
277,edible,bell,scaly,white,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,black,scattered,grasses,Presenta
278,edible,convex,scaly,brown,anise,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white.,partial,white,one,pendant,brown,solitary,paths,Presenta
280,edible,convex,fibrous,green,null,free,close,narrow,gray,enlarging,equal,smooth,smooth,white,white.,partial,white,one,pendant,black,solitary,urban,No presenta
283,edible,bell,scaly,white,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,brown,scattered,grasses,Presenta
285,edible,bell,smooth,yellow,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,brown,numerous,meadows,Presenta
287,edible,convex,fibrous,green,null,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white.,partial,white,one,evanescent,black,scattered,grasses,No presenta
288,edible,flat,smooth,yellow,almond,free,crowded,narrow,pink,tapering,bulbous,smooth,smooth,white,white.,partial,white,one,pendant,brown,several,wood,Presenta
289,poisonous,convex,scaly,white,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white.,partial,white,one,pendant,black,scattered,grasses,Presenta
290,edible,convex,fibrous,white,null,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white.,partial,white,one,evanescent,black,abundant,grasses,No presenta
291,edible,bell,scaly,white,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,black,scattered,grasses,Presenta
293,edible,bell,scaly,white,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,black,scattered,grasses,Presenta
295,edible,convex,fibrous,brown,null,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,pink.,partial,white,one,pendant,brown,solitary,wood,Presenta
298,edible,flat,scaly,brown,almond,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white.,partial,white,one,pendant,black,solitary,grasses,Presenta
301,edible,convex,scaly,yellow,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,black,scattered,grasses,Presenta
304,poisonous,convex,scaly,white,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white.,partial,white,one,pendant,black,several,urban,Presenta
305,edible,convex,smooth,yellow,almond,free,crowded,narrow,white,tapering,bulbous,smooth,smooth,white,white.,partial,white,one,pendant,brown,several,wood,Presenta
308,edible,flat,smooth,white,anise,free,crowded,narrow,white,tapering,bulbous,smooth,smooth,white,white.,partial,white,one,pendant,brown,several,wood,Presenta
310,edible,flat,fibrous,yellow,almond,free,crowded,narrow,white,tapering,bulbous,smooth,smooth,white,white.,partial,white,one,pendant,purple,several,wood,Presenta
311,edible,convex,smooth,white,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,black,scattered,grasses,Presenta
312,edible,bell,scaly,yellow,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,black,scattered,meadows,Presenta
313,edible,convex,scaly,brown,anise,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white.,partial,white,one,pendant,brown,scattered,paths,Presenta
314,edible,bell,scaly,white,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,black,numerous,grasses,Presenta
315,edible,convex,smooth,yellow,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,brown,scattered,meadows,Presenta
317,edible,bell,smooth,yellow,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,black,numerous,grasses,Presenta
319,poisonous,convex,scaly,brown,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white.,partial,white,one,pendant,black,several,urban,Presenta
320,edible,bell,smooth,white,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,black,scattered,meadows,Presenta
321,edible,bell,scaly,yellow,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,brown,numerous,meadows,Presenta
322,edible,bell,scaly,yellow,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,black,scattered,grasses,Presenta
323,edible,convex,scaly,white,anise,free,close,broad,gray,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,brown,numerous,grasses,Presenta
325,edible,convex,scaly,brown,almond,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white.,partial,white,one,pendant,black,solitary,grasses,Presenta
326,edible,bell,smooth,yellow,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,brown,scattered,grasses,Presenta
327,edible,convex,fibrous,green,null,free,close,narrow,gray,enlarging,equal,smooth,smooth,white,white.,partial,white,one,pendant,brown,several,urban,No presenta
328,edible,convex,scaly,brown,anise,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white.,partial,white,one,pendant,black,solitary,grasses,Presenta
329,edible,convex,smooth,white,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,brown,scattered,grasses,Presenta
330,edible,bell,scaly,white,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,black,numerous,grasses,Presenta
332,edible,flat,fibrous,yellow,almond,free,crowded,narrow,pink,tapering,bulbous,smooth,smooth,white,white.,partial,white,one,pendant,brown,several,wood,Presenta
333,edible,bell,scaly,yellow,anise,free,close,broad,gray,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,brown,scattered,grasses,Presenta
334,edible,convex,fibrous,brown,null,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white.,partial,white,one,evanescent,brown,abundant,grasses,No presenta
335,edible,convex,fibrous,yellow,anise,free,crowded,narrow,brown,tapering,bulbous,smooth,smooth,white,white.,partial,white,one,pendant,brown,several,wood,Presenta
336,edible,convex,smooth,yellow,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,brown,numerous,meadows,Presenta
338,edible,convex,fibrous,brown,null,free,close,narrow,gray,enlarging,equal,smooth,smooth,white,white.,partial,white,one,pendant,brown,solitary,urban,No presenta
340,edible,flat,scaly,brown,almond,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white.,partial,white,one,pendant,brown,scattered,paths,Presenta
341,edible,bell,scaly,white,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,brown,scattered,grasses,Presenta
342,edible,bell,smooth,yellow,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,black,scattered,meadows,Presenta
345,edible,flat,scaly,brown,almond,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white.,partial,white,one,pendant,brown,solitary,paths,Presenta
346,edible,convex,scaly,yellow,almond,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white.,partial,white,one,pendant,brown,solitary,paths,Presenta
347,edible,convex,scaly,yellow,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,brown,scattered,grasses,Presenta
348,edible,convex,fibrous,brown,null,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white.,partial,white,one,evanescent,brown,scattered,grasses,No presenta
349,edible,convex,fibrous,brown,null,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white.,partial,white,one,evanescent,black,abundant,grasses,No presenta
350,edible,flat,smooth,brown,null,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white.,partial,white,one,evanescent,black,abundant,grasses,No presenta
352,edible,convex,smooth,yellow,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,black,numerous,grasses,Presenta
354,edible,convex,scaly,yellow,almond,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white.,partial,white,one,pendant,brown,scattered,paths,Presenta
355,edible,convex,fibrous,yellow,almond,free,crowded,narrow,pink,tapering,bulbous,smooth,smooth,white,white.,partial,white,one,pendant,purple,several,wood,Presenta
356,edible,bell,scaly,yellow,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,brown,numerous,grasses,Presenta
357,edible,convex,fibrous,green,null,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white.,partial,white,one,evanescent,black,scattered,grasses,No presenta
358,edible,convex,scaly,yellow,almond,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white.,partial,white,one,pendant,brown,scattered,grasses,Presenta
360,edible,convex,smooth,yellow,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,black,scattered,meadows,Presenta
361,edible,sunken,fibrous,brown,null,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white.,partial,white,one,pendant,brown,solitary,urban,No presenta
362,edible,convex,smooth,white,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,black,scattered,meadows,Presenta
363,edible,bell,smooth,white,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,black,numerous,grasses,Presenta
364,edible,sunken,fibrous,brown,null,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white.,partial,white,one,pendant,black,solitary,urban,No presenta
365,edible,bell,scaly,yellow,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,brown,numerous,meadows,Presenta
367,edible,bell,scaly,yellow,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,brown,scattered,grasses,Presenta
369,edible,convex,smooth,white,null,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white.,partial,white,one,evanescent,brown,scattered,grasses,No presenta
370,edible,convex,scaly,white,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,black,scattered,meadows,Presenta
371,edible,bell,smooth,white,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,brown,numerous,grasses,Presenta
372,edible,convex,fibrous,brown,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,white.,partial,white,one,pendant,brown,solitary,wood,Presenta
373,edible,convex,scaly,brown,anise,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white.,partial,white,one,pendant,black,solitary,paths,Presenta
374,edible,convex,smooth,brown,null,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white.,partial,white,one,evanescent,black,abundant,grasses,No presenta
377,edible,bell,smooth,yellow,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,brown,scattered,meadows,Presenta
378,edible,convex,smooth,yellow,anise,free,close,broad,gray,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,black,numerous,meadows,Presenta
379,edible,bell,scaly,white,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,brown,numerous,grasses,Presenta
380,edible,convex,fibrous,green,null,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white.,partial,white,one,pendant,brown,several,urban,No presenta
381,edible,flat,scaly,brown,almond,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white.,partial,white,one,pendant,black,scattered,grasses,Presenta
383,edible,convex,smooth,white,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,brown,numerous,meadows,Presenta
384,edible,convex,scaly,yellow,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,brown,scattered,meadows,Presenta
386,poisonous,convex,smooth,brown,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white.,partial,white,one,pendant,brown,scattered,urban,Presenta
388,edible,bell,scaly,white,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,black,numerous,meadows,Presenta
389,edible,bell,smooth,yellow,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,brown,scattered,meadows,Presenta
390,edible,convex,smooth,white,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white.,partial,white,one,pendant,brown,scattered,meadows,Presenta
